,LINE_NO,UTMX,UTMY,RECORD,ELEVATION,RHO_I_1,RHO_I_2,RHO_I_3,RHO_I_4,RHO_I_5,RHO_I_6,RHO_I_7,RHO_I_8,RHO_I_9,RHO_I_10,RHO_I_11,RHO_I_12,RHO_I_13,RHO_I_14,RHO_I_15,RHO_I_16,RHO_I_17,RHO_I_18,RHO_I_19,RHO_I_20,RHO_I_21,RHO_I_22,RHO_I_23,RHO_I_24,RHO_I_25,RHO_I_26,RHO_I_27,RHO_I_28,RHO_I_29,RHO_I_30,THK_1,THK_2,THK_3,THK_4,THK_5,THK_6,THK_7,THK_8,THK_9,THK_10,THK_11,THK_12,THK_13,THK_14,THK_15,THK_16,THK_17,THK_18,THK_19,THK_20,THK_21,THK_22,THK_23,THK_24,THK_25,THK_26,THK_27,THK_28,THK_29,DOI_STANDARD,PCT_DIFF
139,21415.0,454642.6,1368704.1,29139.0,3.7,495.6428138954638,496.3569346364448,497.99468988968573,500.81408269741985,505.1360771003489,511.35830380206954,519.9715140134078,531.5818497583073,546.9409249293775,566.9735093953927,592.7998752528123,625.7513136353814,667.3639655795914,719.2717351421228,782.9160019089118,859.0005932455451,946.2693324066358,1039.4835629105698,1126.3661275974935,1184.28201864242,1179.3552197642261,1074.0236180858794,849.6629053235827,539.9770998437572,242.67927724591243,62.18988303874792,7.894397831744667,8.724511781809301,61.32233645016786,61.32233645016786,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,9.586140067321427
140,21415.0,454687.2,1368737.1,29140.0,2.2,466.0602408884742,466.71835467681325,468.223833438381,470.8084387307167,474.7579787270664,480.42309156066426,488.2329764357866,498.71140068473227,512.4960203604022,530.35546864946,553.1996165620997,582.0749558383021,618.1301676261185,662.4847161178675,715.9351570977362,778.4489719494621,848.1269572101703,919.6232076102153,981.9625664334586,1016.5192836928959,997.1860752659985,896.7412844047424,703.3788329023222,444.6400847560347,198.00403887318927,49.82701197678305,6.858131134478887,10.458626482223684,57.726333114996855,57.726333114996855,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,11.817566056270385
141,21415.0,454731.6,1368770.0,29141.0,0.9,374.1530733676176,375.1554515701223,377.4371404497005,381.3425837012963,387.30750938176243,395.8846358769749,407.7783262439267,423.89315387057644,445.40405917743203,473.84194778868243,511.1944584327253,560.0214725601862,623.5673567870143,705.7347370492282,810.7173810097004,942.0108056399522,1099.773747080375,1275.837076189552,1445.7580630127252,1560.7968487306384,1549.9482610239854,1350.0287908627133,968.3094050490965,526.2741332867396,193.91446604043657,41.914114158236,5.2662839167250155,7.004939561947526,341.52354951624426,341.52354951624426,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,13.028538423194977
142,21415.0,454776.0,1368802.5,29142.0,-0.4,1687.8932191610618,1687.1282870322623,1685.381523750027,1682.3860450529087,1677.8190965088272,1671.2927991849017,1662.3318065863537,1650.3493429329008,1634.6288740464931,1614.3087760679282,1588.3565591293088,1555.5280353806932,1514.3180325195058,1462.9378063024121,1399.3263974405702,1321.1279438345298,1225.8398993511357,1111.0795960303435,975.1153597377067,817.9134242155313,642.7459298760497,458.56830002421833,282.1299553946697,137.22189576106717,45.78340289000485,9.384250000131562,3.8318523573136045,12.94448468624102,66.72654116174371,66.72654116174371,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,11.250354134263606
143,21415.0,454820.5,1368834.6,29143.0,-1.4,1981.4363454314441,1980.0938830828024,1977.0353838850463,1971.8070137662562,1963.8635108486744,1952.5568645340695,1937.1156582558706,1916.6263166649903,1890.0174869762302,1856.054733186021,1813.34297752487,1760.328304175588,1695.3004639465432,1616.4579364494243,1522.0444356882726,1410.443501706839,1280.5065527069364,1131.9489758242014,965.912885601863,785.7966334107577,598.1714184184142,413.8268187560074,248.05605426827236,118.79771873343665,39.8570376606605,8.605903002192067,3.5991749814392415,13.116959886487905,80.03599557108392,80.03599557108392,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,12.497897518681226
144,21415.0,454865.0,1368866.3,29144.0,-2.2,1521.7448288819205,1521.3158564085995,1520.3204019480543,1518.5826096263397,1515.8836794476197,1511.9521790847693,1506.442589750876,1498.9134648021156,1488.8091737593938,1475.4371210244535,1457.9323679954,1435.2126084085269,1405.9295464539293,1368.4382027778918,1320.7943815053522,1260.736370377039,1185.811274543437,1093.6165617057072,982.253413376715,851.1439523529482,702.1380551958907,540.9647428967255,378.33949736986455,229.80539257789454,112.84538659781384,40.16017555283943,10.180252436854463,8.475102573272904,102.87860765264331,102.87860765264331,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,413.517,9.064915931843858
145,21415.0,454910.1,1368898.2,29145.0,-2.9,858.85639108872,859.3040660698136,860.3136565742719,862.0178387120361,864.5734788804413,868.1619327382747,872.9831843815232,879.2497720668986,887.1818466318658,896.9885839508253,908.8280452525786,922.7438451566435,938.5705589447184,955.772969551147,973.2024277943631,988.7646949486451,998.9321370837317,998.2177925319933,978.746285028514,930.4582208410898,842.7431125329742,708.749893038147,532.641039894069,337.1476921843568,163.35146786774214,52.190352049299584,10.413583023410585,8.44265721365545,114.73377950301183,114.73377950301183,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,413.517,8.638124597845305
146,21415.0,454955.6,1368929.9,29146.0,-3.3,1381.374284873486,1380.7625603043812,1379.366496362048,1376.977959492906,1373.3480143256006,1368.181048999795,1361.1275481049252,1351.780579307269,1339.6721336484331,1324.2716651969208,1304.9912389275248,1281.1970943857116,1252.2233774797617,1217.4097538146555,1176.1613549854835,1127.9780475653056,1072.5629501840165,1009.9077707393668,940.383041518642,864.8287118527695,784.5786499306533,701.4731925597473,617.7494407881693,535.855540505003,458.21730487399367,386.9980618366744,323.82151074891556,269.6339620127605,224.68762831275995,224.68762831275995,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,454.897,42.92994099545824
147,21415.0,455000.2,1368961.3,29147.0,-3.9,634.8310331861377,635.0099617509194,635.4211531739483,636.1276773393175,637.2055800325473,638.7485565135436,640.8698273417173,643.7005001091559,647.3908511002961,652.1131029745126,658.0570996459825,665.4158008681628,674.3624573546325,685.0047890386417,697.2990809470328,710.9113182802474,724.944184519464,737.4921737343145,744.9018179470986,740.6845250277211,714.223392850041,650.3625265750642,533.2396717937755,361.11255341231475,173.07033155498667,46.55636051036872,7.377210392652426,6.6734894206577735,77.23705490058352,77.23705490058352,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,413.517,12.393742538151566
148,21415.0,455044.3,1368993.3,29148.0,-4.4,319.888186242005,322.1514272017918,327.36868986848066,336.43201093426444,350.5008899141522,371.09440309395603,400.21115270132134,440.445424576285,495.10267238628256,568.2019302662678,664.1938438065101,787.1324464851975,938.9831009572976,1116.710245177433,1308.6055615146151,1491.56192620779,1631.3164658794385,1688.9978328276327,1633.4114146453778,1455.3687416333248,1176.2599384816497,845.3881416368313,524.9240760854507,268.6287994717813,103.99551174555094,25.992721786243703,4.385783136768414,21.20601681281235,50.25201117071434,50.25201117071434,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,9.69585969790215
149,21415.0,455088.0,1369026.1,29149.0,-4.7,883.8033308417812,884.507213103801,886.0997575645317,888.7971137134855,892.8560493318544,898.5678898817448,906.2478706565472,916.2272309756315,928.8307335089687,944.322549767567,962.8205295254521,984.1619759124968,1007.6963252746054,1031.957015728482,1054.2155252313783,1069.9657549256885,1072.3960904503324,1052.304392205969,998.9902631886988,903.0610212572664,761.3856811285283,583.0696685761852,392.1334741884682,221.74257696961138,99.4819666976626,32.93373950482839,8.47255840828761,10.272163715810002,34.236061670088326,34.236061670088326,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,9.69087169114777
150,21415.0,455132.0,1369059.4,29150.0,-5.1,1046.0384481669537,1045.8060292588243,1045.2804543166458,1044.3840420543183,1043.018998150851,1041.0670096880272,1038.3859169495315,1034.802875424862,1030.105300326439,1024.0301632097999,1016.2478698220356,1006.3391479168306,993.76613785001,977.8419373474017,957.6904118243476,932.1677193576811,899.8008049356926,858.7095511913562,806.5398924854597,740.499858776353,657.5839784261299,555.3708085525054,433.81972858775123,298.75931579975025,166.69001168184735,65.51449717400764,16.636965127733344,8.449358313143852,93.9797359356215,93.9797359356215,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,413.517,6.119405405722481
151,21415.0,455175.5,1369091.9,29151.0,-5.7,500.3259796855278,500.87965270174794,502.14426417852565,504.31408757019875,507.635678538877,512.41594742125,519.0233824774199,527.9006222345762,539.59820258662,554.8040980904751,574.3549304141266,599.2415452311949,630.6121813638085,669.7179865344037,717.7431665044464,775.4721941798324,842.4568725928724,915.4849961766712,985.8918829602179,1035.6826534858762,1033.911185552857,939.2318984715272,721.453624266084,411.68201309552677,138.34226452232963,21.138317583736068,10.093853763102379,10.032873807561574,55.45762919657795,55.45762919657795,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,413.517,9.782657346506186
152,21415.0,455219.8,1369124.4,29152.0,-6.1,1124.3933125174904,1123.897519615191,1122.7702719483136,1120.844664609948,1117.9169776014326,1113.743673028298,1108.035875410999,1100.4507743977033,1090.5787907322147,1077.9337272327898,1061.948105254557,1041.9651996231555,1017.2212143314734,986.8404315749985,949.8466344335021,905.1403877948482,851.5422110363605,787.8345275042159,712.8418223393733,625.6167996167263,525.7501624378114,414.1149444403122,294.35500272011507,175.87697191870956,77.5245534739098,21.63375111664101,5.990541581732172,8.4192795892311,28.60485369327835,28.60485369327835,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,13.091313824289827
153,21415.0,455264.1,1369156.4,29153.0,-6.2,797.5189341652315,797.5409353666882,797.5939185246787,797.685618708769,797.8250300257622,798.0256276580511,798.3007113910588,798.6536254649789,799.0747290911136,799.5425740230185,800.0119897199656,800.3838474791719,800.4652484547879,799.9155512247833,798.1611341873723,794.2562344997915,786.6684178371787,772.9640952268644,749.3621134048076,710.2309739811035,647.7568640395452,552.7741301191033,419.07931033034765,255.39957000126003,103.25065063097696,22.112872176287677,8.183624455049495,14.480147655039232,51.25042135246033,51.25042135246033,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,9.37686950399047
154,21415.0,455308.3,1369187.7,29154.0,-6.8,1088.3701740929287,1088.4227155160845,1088.5354414022281,1088.7104620749442,1088.9480672422662,1089.2367781731118,1089.5323267528277,1089.7465394541039,1089.7364843095277,1089.2657322549862,1087.9385402703706,1085.1196259371773,1079.834838942669,1070.6390866878385,1055.4576870796384,1031.4018141966376,994.6537255853038,940.5525196675095,864.0835345856847,761.1707378583914,630.9447635348954,478.97106786135134,319.9006379708877,176.67365614252165,73.05018899333322,20.16486347997807,7.121879199153477,17.24457781064569,39.31915171544792,39.31915171544792,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,7.661387859076767
155,21415.0,455351.3,1369218.0,29155.0,-7.5,573.8135627720036,574.1972414200997,575.0752391707198,576.5805706885121,578.8768706943167,582.1627175879116,586.6716390196457,592.6770562813248,600.502725348524,610.5210005509983,623.135605322439,638.7562573785123,657.756721847027,680.3721613744085,706.5013243225552,735.392953034521,765.0600958066559,791.4078934555203,807.0048679903151,799.847121883228,753.2522435483365,649.8365163127893,483.8655190240253,281.8456441121739,109.7935599672293,24.339296041841614,5.6250275237197185,11.74001495965225,38.46951543706344,38.46951543706344,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,12.780986009749714
156,21415.0,455394.7,1369248.8,29156.0,-8.7,215.55591321461762,217.94789657737928,223.5434088939722,233.43865974080774,249.1387526115538,272.7611283288155,307.29525418299676,356.9286096877885,427.4434061999365,526.5256235481258,663.6986463333972,849.4099266685758,1092.7582852822788,1397.2882576877423,1755.3700837467175,2143.1408501449423,2517.279485962367,2817.1322180068214,2972.423757648671,2917.6484087454105,2611.941428639147,2063.863263201011,1356.3003107014397,658.6533610230476,184.98959238238183,21.96267118365959,9.074720137311052,16.724525961279276,78.14565422539164,78.14565422539164,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,8.237861393955468
157,21415.0,455438.8,1369280.4,29157.0,-10.1,1089.0216532142194,1088.7137815198246,1088.0150959923715,1086.8224604090303,1085.009554082124,1082.4258495856186,1078.8911550991054,1074.1848231889328,1068.032692549923,1060.0979073026836,1049.9723360814085,1037.15797380254,1021.0325836862024,1000.8131290485479,975.51855188197,943.8926909720635,904.3439058217324,854.853435193092,792.8827348641712,715.3790996730166,619.0063334947603,501.21920357590267,363.23350125571255,216.69629277978436,91.7414376204535,24.244002885364683,9.143896372716604,23.45303368617626,66.18307025731423,66.18307025731423,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,7.21080275125919
158,21415.0,455482.6,1369312.9,29158.0,-11.7,697.9395821328991,698.0659887698495,698.3623375206579,698.878429526591,699.6771995425227,700.8406177129883,702.4633653738945,704.6408438436596,707.4683498497609,711.047879603763,715.4813541773744,720.8347580091302,727.0746572512455,733.9811585128955,741.0279870906697,747.1907832214384,750.6116848813738,748.1232321353986,734.6119110428224,702.3841188352067,641.0083502457661,539.1757191501355,391.66228449529524,215.4330122318234,67.70492405491633,8.86683392478077,12.732568008661026,41.45495650814381,34.80914306040462,34.80914306040462,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,8.95417812444314
159,21415.0,455524.8,1369344.9,29159.0,-13.9,488.9895798187758,489.7207830120684,491.38022970307634,494.2096903075754,498.50662118106123,504.6256649339722,512.985459969783,524.0833156457422,538.5084645621354,556.9411459686185,580.1280368403034,608.8236946547595,643.6794993708047,684.9923411179474,732.231426783681,783.2836136622165,833.1576550728349,872.3083643153465,884.9699888252902,849.2754969185276,742.6532080178288,557.4066749116754,325.0112978677282,124.27179658048475,24.938798546336724,5.229741419874107,8.698451694642536,7.678336905318415,54.4298117180582,54.4298117180582,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,11.103932761777784
160,21415.0,455567.0,1369377.1,29160.0,-15.6,748.013447131274,748.021239540064,748.042270015143,748.0810809792089,748.1442881967607,748.2420910532204,748.3807915866001,748.551683434804,748.7272563463496,748.8591965719252,748.860335751998,748.5642433267209,747.6685871871215,745.6586880323578,741.6927515450483,734.4157277424555,721.6869722667177,700.2207143934294,665.1751664770097,609.9712481449952,527.0153497433004,411.135363746354,268.15731012637434,127.14953740995439,35.16982551934792,6.023851213196805,6.723484592410778,11.731342797651862,28.913004054439483,28.913004054439483,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,11.991198620960382
161,21415.0,455609.6,1369409.5,29161.0,-17.3,932.2269424916728,932.0162690152002,931.538270917817,930.7223819093663,929.4820862009047,927.713123129276,925.2873419871979,922.0439456981566,917.7815929710825,912.251420168,905.1436022275506,896.0621139699288,884.4890804520883,869.7460512158208,850.9448848921295,826.893183567396,795.9957445723411,756.118567813848,704.4388358046732,637.4003066399903,550.9870044840137,442.13404008073127,312.6934969577223,177.46576212235408,69.8829817574084,18.831252569076053,10.451869577650022,23.326252844471103,132.18209816096171,132.18209816096171,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,375.567,10.272190480203989
162,21415.0,455652.5,1369442.0,29162.0,-19.1,989.7003569925891,989.3731375569798,988.6306924685381,987.3650527573744,985.4452528963178,982.7145845448576,978.9834049002475,974.0195025672203,967.5385418343565,959.1961237521982,948.5755763507383,935.1652654756757,918.3254957140572,897.2573936365043,870.9682745421864,838.1916442039922,797.32828232319,746.3647783890202,682.8061245809889,603.754358552575,506.3494814876111,389.42248807612253,257.7955821092609,130.42680757821554,42.479308711379964,11.140372412651557,13.240280039879119,25.470816906172043,107.9386142290267,107.9386142290267,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,8.691138711429092
163,21415.0,455694.2,1369473.3,29163.0,-20.6,489.7756750669095,490.72623203715864,492.9058928016251,496.6557428345076,502.38613227527253,510.58754709406816,521.8524701820317,536.8767986270549,556.4454524808879,581.4100065989488,612.623493613433,650.7899323032016,696.1996692007631,748.2554737339019,804.7490095226548,860.9588904379266,908.5733213886518,935.1379880670046,924.7867328796308,861.5745201050213,735.9777145387336,553.8161791759009,343.5440227728354,155.06780941362965,40.533909067184226,8.329051674819583,10.396212924580347,36.98942097568525,296.2774412357113,296.2774412357113,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,5.322451952227457
164,21415.0,455736.2,1369504.1,29164.0,-21.8,1707.6987888962942,1706.392335614351,1703.4188539577574,1698.3426023278148,1690.6406582354277,1679.6917868151888,1664.7617268695349,1644.9929680431549,1619.3920549556474,1586.8222678108677,1546.0111473331465,1495.5693810429616,1434.0125474672982,1359.8371939114368,1271.6624068092658,1168.336607059745,1049.2633430828473,914.7773030414251,766.6549849348755,608.8386197899383,448.2008555751588,295.35814241214524,164.59873349951928,71.12743810415283,22.394063016133728,7.855805634761734,11.542055334672028,29.247900420550813,93.7196628403977,93.7196628403977,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,3.7467611679666115
165,21415.0,455778.1,1369534.5,29165.0,-23.1,981.5120335780433,981.1640527039336,980.3738144163474,979.0259036155225,976.9802564669359,974.0686084480633,970.0872055729418,964.7881317104773,957.8697646259512,948.9668866947912,937.6372626556752,923.340723740757,905.4083160875509,883.0129654633491,855.1398876363002,820.5161611858093,777.5707700801014,724.3826782547668,658.666886635532,577.9413850044621,480.08146562238727,365.0339594582182,238.7794465977446,119.93359188532072,39.564384149870904,10.900250794721893,14.010926990382428,33.977736750127896,120.83587981844391,120.83587981844391,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,7.368445014100714
166,21415.0,455820.0,1369564.7,29166.0,-24.0,1161.953173273128,1161.274095403272,1159.7291085553732,1157.0913067011122,1153.0874348041766,1147.3916735086054,1139.6150168544634,1129.2947615412884,1115.883067665805,1098.7379072874887,1077.116167032383,1050.1644385833765,1016.9047425087979,976.2424641548135,927.0005564443353,867.9218550412712,797.7825267481053,715.5420551512342,620.6126283564174,513.3917396987641,396.1343109029409,274.54649220236803,159.92050546818638,69.94373462550072,20.559285301961225,6.594191818040175,12.444348970815003,27.60771917563736,84.63572385677675,84.63572385677675,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,7.192207129459452
167,21415.0,455861.7,1369594.9,29167.0,-24.6,837.3957080213185,837.1231217435204,836.5040176185948,835.4472998311301,833.8420950515821,831.5536600167985,828.4149852859496,824.2183663000015,818.7062264746945,811.5569870926354,802.3638837608968,790.6076362722455,775.6194123537636,756.5384187510194,732.2643103348972,701.3752455669286,662.0842628440284,612.2272983005869,549.3775694606693,471.32371068722017,377.22343770636587,270.1269567641653,160.90977498198757,70.62515352528226,20.28811725600403,6.302097678455169,12.195928778209211,29.51504005069644,83.57642092437914,83.57642092437914,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,5.980276259263604
168,21415.0,455903.8,1369625.4,29168.0,-25.4,834.3913745994129,834.1375738680747,833.5580465826855,832.5639917987052,831.0469613428734,828.8737346791519,825.8772097826185,821.848725487698,816.5305643169854,809.6028790121348,800.6632468802479,789.2017876518942,774.5697438899005,755.9454061144772,732.2969997309649,702.3141089804669,664.3757975284188,616.535080102398,556.58455470079,482.37803603749046,392.6432160380428,289.0019197696315,179.8826361974049,85.05462798246245,28.963531761235785,12.604263786253206,13.268886826802003,25.329252188145652,43.335009412432655,43.335009412432655,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,10.43726607951639
169,21415.0,455946.0,1369656.5,29169.0,-25.8,987.1638388362811,986.6481634386623,985.4731659348655,983.4636278433928,980.4082296420065,976.0534179794697,970.0918592354228,962.1518341576079,951.787736270339,938.4700455546757,921.5719806281072,900.3522287152417,873.9343461809123,841.3033648162652,801.3227859340107,752.7280227017857,694.222588677985,624.6350019898046,543.2229619086986,450.27503417662376,348.05923807427985,242.29434624013214,143.5252550591237,66.38066022129222,22.340768863445387,7.701576717419646,10.812653794089877,25.424498573350295,38.119582756612274,38.119582756612274,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,9.151272959812715
170,21415.0,455987.9,1369687.4,29170.0,-26.4,1442.372119685571,1441.2232273705995,1438.6075536722935,1434.1415586095573,1427.3652369781316,1417.7311469079916,1404.5908144515645,1387.1868799006877,1364.6437415717398,1335.9613216782975,1300.0206042008904,1255.6008032998616,1201.402369414666,1136.1207206483498,1058.581279576345,967.8498730097082,863.5465371702072,746.2223518878253,617.876984531672,482.676711028362,347.6630082128553,223.24492635017083,122.14980964731616,54.89210680983547,21.77631363179618,11.534368057329463,16.672690493641966,53.14940137634552,172.08185546025416,172.08185546025416,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,340.767,8.998432738555866
171,21415.0,456029.8,1369718.4,29171.0,-26.9,858.5316493952427,858.0298323316924,856.8877728260102,854.9373207822421,851.9746043463892,847.7534628794047,841.9768670215904,834.2892141235294,824.2653376099186,811.3970059794217,795.0793667931152,774.5958730945556,749.0968835985713,717.5882208123603,678.9325285258932,631.8210455957367,574.839141273759,506.60326026161084,426.1127106408721,333.66126257915386,232.78157007674585,133.78471464318173,55.84704293382398,15.679279691285599,5.36627834965369,8.631325158470451,20.867205121237692,50.66443234255239,98.91760398918329,98.91760398918329,4.0,4.362,4.756,5.186,5.654,6.165,6.723,7.33,7.993,8.715,9.503,10.36,11.3,12.32,13.43,14.65,15.97,17.42,18.99,20.71,22.58,24.62,26.84,29.27,31.92,34.8,37.95,41.38,45.12,308.847,6.664030972270485
